SampID,Time,Rep,Treatment,MF,Name,FinalBMIS,Fraction,RT,mz,Volume_Normalized_Area,Predicted_Adduct_Ion
B_6HV_T0,0,B,HV,HNeg_1559,Unknown,"DL-Histidine, 15N",HILIC_Neg,9.813,204.0507,378.21094606077713,NA
B_6HV_T0,0,B,HV,HNeg_1671,Unknown,"Thymine, 2H4",HILIC_Neg,1.905,213.14919,23932.471230179915,NA
B_6HV_T0,0,B,HV,HNeg_1712,Unknown,"Thymine, 2H4",HILIC_Neg,1.857,215.16478,17755.40864434638,NA
B_6HV_T0,0,B,HV,HNeg_1744,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.259,217.08275,5028.432418477209,NA
B_6HV_T0,0,B,HV,HNeg_1770,Unknown,Inj_vol,HILIC_Neg,2.312,219.05197,23054.54,NA
B_6HV_T0,0,B,HV,HNeg_1811,Unknown,"Thymine, 2H4",HILIC_Neg,1.793,223.17001,0,NA
B_6HV_T0,0,B,HV,HNeg_1813,Unknown,"DL-Proline, 2H7",HILIC_Neg,10.558,223.7386,5666.086710408104,NA
B_6HV_T0,0,B,HV,HNeg_1828,Unknown,"Thymine, 2H4",HILIC_Neg,1.784,225.18561,1706.3957566983572,NA
B_6HV_T0,0,B,HV,HNeg_1840,Unknown,"L-Cysteic acid, 2H3",HILIC_Neg,2.545,227.13982,0,NA
B_6HV_T0,0,B,HV,HNeg_1877,Unknown,"Thymine, 2H4",HILIC_Neg,2.174,229.15564,0,NA
B_6HV_T0,0,B,HV,HNeg_1878,Unknown,"Thymine, 2H4",HILIC_Neg,1.82,229.18031,1136.8855421382177,NA
B_6HV_T0,0,B,HV,HNeg_1884,Unknown,"Trehalose, 13C",HILIC_Neg,12.283,231.09799,578.6167318239395,NA
B_6HV_T0,0,B,HV,HNeg_1932,Unknown,Inj_vol,HILIC_Neg,10.469,237.06142,2013.06,NA
B_6HV_T0,0,B,HV,HNeg_1963,Thymidine,"DL-Proline, 2H7",HILIC_Neg,3.491,241.08284,18136.917017810723,NA
B_6HV_T0,0,B,HV,HNeg_1978,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,12.043,243.01785,380.6092592935303,NA
B_6HV_T0,0,B,HV,HNeg_1982,Uridine,Inj_vol,HILIC_Neg,6.15,243.06216,31062.42,NA
B_6HV_T0,0,B,HV,HNeg_1987,Unknown,"DL-Histidine, 15N",HILIC_Neg,2.743,243.15982,9050.556289782842,NA
B_6HV_T0,0,B,HV,HNeg_2000,Unknown,"DL-Proline, 2H7",HILIC_Neg,10.642,245.0338,18205.98557586759,NA
B_6HV_T0,0,B,HV,HNeg_2003,Unknown,Inj_vol,HILIC_Neg,2.614,245.10295,884,NA
B_6HV_T0,0,B,HV,HNeg_2005,Unknown,"Sucrose, 13C",HILIC_Neg,12.11,245.11432,277.00024707893095,NA
B_6HV_T0,0,B,HV,HNeg_2010,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,11.256,245.97084,22390.346967877,NA
B_6HV_T0,0,B,HV,HNeg_2021,Unknown,Inj_vol,HILIC_Neg,2.393,247.11205,3679.72,NA
B_6HV_T0,0,B,HV,HNeg_2041,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.304,250.09267,3765.648272104089,NA
B_6HV_T0,0,B,HV,HNeg_2064,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.593,253.05652,1316.5686350359842,NA
B_6HV_T0,0,B,HV,HNeg_2071,Unknown,Inj_vol,HILIC_Neg,1.759,253.21718,630.76,NA
B_6HV_T0,0,B,HV,HNeg_2101,Unknown,Inj_vol,HILIC_Neg,2.566,257.17572,3588.96,NA
B_6HV_T0,0,B,HV,HNeg_2117,D-Fructose 6-phosphate,Inj_vol,HILIC_Neg,12.705,259.02209,2700.48,NA
B_6HV_T0,0,B,HV,HNeg_2138,Unknown,Inj_vol,HILIC_Neg,2.385,261.12808,5205.94,NA
B_6HV_T0,0,B,HV,HNeg_2158,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,9.616,265.0567,232.5730544343835,NA
B_6HV_T0,0,B,HV,HNeg_2171,Unknown,"DL-Proline, 2H7",HILIC_Neg,10.635,267.07217,2959804.2619028776,NA
B_6HV_T0,0,B,HV,HNeg_2173,Inosine,"Cytosine, 13C2, 15N3",HILIC_Neg,8.003,267.07361,7710.633535670178,NA
B_6HV_T0,0,B,HV,HNeg_2184,Unknown,Inj_vol,HILIC_Neg,10.647,268.20483,0,NA
B_6HV_T0,0,B,HV,HNeg_2187,Unknown,"Adenine, 15N2",HILIC_Neg,1.807,269.21228,397.55562887610773,NA
B_6HV_T0,0,B,HV,HNeg_2210,Unknown,Inj_vol,HILIC_Neg,9.707,273.12085,13565.02,NA
B_6HV_T0,0,B,HV,HNeg_2224,Unknown,"DL-Proline, 2H7",HILIC_Neg,12.386,275.12473,405.20109692923245,NA
B_6HV_T0,0,B,HV,HNeg_2231,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.678,276.9884,7784.770487618394,NA
B_6HV_T0,0,B,HV,HNeg_2235,Unknown,Inj_vol,HILIC_Neg,1.954,277.15601,0,NA
B_6HV_T0,0,B,HV,HNeg_2268,Unknown,"DL-Valine, 2H8",HILIC_Neg,9.308,283.06879,309.6191095065125,NA
B_6HV_T0,0,B,HV,HNeg_2270,Unknown,"DL-Proline, 2H7",HILIC_Neg,2.193,283.19153,1228.3943813562228,NA
B_6HV_T0,0,B,HV,HNeg_2288,Unknown,"Thymine, 2H4",HILIC_Neg,1.814,285.23425,7655.277740276457,NA
B_6HV_T0,0,B,HV,HNeg_2302,Unknown,"DL-Histidine, 15N",HILIC_Neg,10.458,288.12027,10243.324173186584,NA
B_6HV_T0,0,B,HV,HNeg_2311,Unknown,"DL-Valine, 2H8",HILIC_Neg,10.612,289.0538,51271.418583999366,NA
B_6HV_T0,0,B,HV,HNeg_2379,Unknown,"DL-Histidine, 15N",HILIC_Neg,1.86,300.22278,14986.993944798905,NA
B_6HV_T0,0,B,HV,HNeg_2392,Unknown,"Sucrose, 13C",HILIC_Neg,1.861,301.22916,38623.89686215743,NA
B_6HV_T0,0,B,HV,HNeg_2401,Unknown,"Glycine betaine, 13C5, 15N",HILIC_Neg,8.188,302.06635,351.1044386305002,NA
B_6HV_T0,0,B,HV,HNeg_2406,Unknown,"L-Cysteic acid, 2H3",HILIC_Neg,11.862,302.53397,0,[M-2H]2-
B_6HV_T0,0,B,HV,HNeg_2409,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,8.009,303.05026,361.9792806088446,[M+Cl]-
B_6HV_T0,0,B,HV,HNeg_2427,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,8.007,305.0473,144.73514600319922,NA
B_6HV_T0,0,B,HV,HNeg_2428,Unknown,"DL-Proline, 2H7",HILIC_Neg,13.755,305.06842,4799.340428797918,[M-2H]2-
B_6HV_T0,0,B,HV,HNeg_2429,Unknown,"Thymine, 2H4",HILIC_Neg,2.328,305.11862,8040.372535713422,NA
B_6HV_T0,0,B,HV,HNeg_2488,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.242,315.08087,55787.817080764995,NA
B_6HV_T0,0,B,HV,HNeg_2495,Unknown,"DL-Proline, 2H7",HILIC_Neg,10.746,316.08856,8108.45218609927,NA
B_6HV_T0,0,B,HV,HNeg_2505,Unknown,"Thymine, 2H4",HILIC_Neg,11.204,317.05469,257796.2202641194,NA
B_6HV_T0,0,B,HV,HNeg_2525,Unknown,"Thymine, 2H4",HILIC_Neg,11.224,319.05035,10768.253489137833,NA
B_6HV_T0,0,B,HV,HNeg_2527,Unknown,Inj_vol,HILIC_Neg,2.107,319.23975,17927.1,NA
B_6HV_T0,0,B,HV,HNeg_2542,Unknown,Inj_vol,HILIC_Neg,6.211,322.98849,74641.42,NA
B_6HV_T0,0,B,HV,HNeg_2543,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.974,323.02863,13119.560036552059,NA
B_6HV_T0,0,B,HV,HNeg_2550,Unknown,Inj_vol,HILIC_Neg,6.212,324.98645,74642.68,NA
B_6HV_T0,0,B,HV,HNeg_2624,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.196,339.03638,0,NA
B_6HV_T0,0,B,HV,HNeg_2634,Trehalose,"Trehalose, 13C",HILIC_Neg,12.69,341.10855,6990.987293490218,NA
B_6HV_T0,0,B,HV,HNeg_2635,Sucrose,"Sucrose, 13C",HILIC_Neg,11.914,341.10889,716253.8286423344,NA
B_6HV_T0,0,B,HV,HNeg_2704,Unknown,Inj_vol,HILIC_Neg,10.813,358.08142,0,NA
B_6HV_T0,0,B,HV,HNeg_2736,Unknown,Inj_vol,HILIC_Neg,10.542,366.99765,9529.9,NA
B_6HV_T0,0,B,HV,HNeg_2776,Unknown,Inj_vol,HILIC_Neg,2.077,376.27258,112746.38,NA
B_6HV_T0,0,B,HV,HNeg_2778,Unknown,Inj_vol,HILIC_Neg,11.928,377.08578,28353.16,NA
B_6HV_T0,0,B,HV,HNeg_2798,Unknown,Inj_vol,HILIC_Neg,2.633,383.19342,6673.2,NA
B_6HV_T0,0,B,HV,HNeg_2805,Unknown,"DL-Proline, 2H7",HILIC_Neg,14.095,386.03351,15043.038676416993,NA
B_6HV_T0,0,B,HV,HNeg_2810,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.944,387.11478,2875.852401790921,[M+FA-H]-
B_6HV_T0,0,B,HV,HNeg_2823,Unknown,Inj_vol,HILIC_Neg,2.037,390.25189,94717.48,NA
B_6HV_T0,0,B,HV,HNeg_2873,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,11.996,404.10477,29806.41924991031,NA
B_6HV_T0,0,B,HV,HNeg_2894,Unknown,"Cytosine, 13C2, 15N3",HILIC_Neg,10.215,412.14658,7419.123881841047,NA
B_6HV_T0,0,B,HV,HNeg_2895,Unknown,"Guanine, 13C, 15N2",HILIC_Neg,9.199,412.147,65132.26246495564,NA
B_6HV_T0,0,B,HV,HNeg_2905,Unknown,"Thymine, 2H4",HILIC_Neg,10.21,414.16245,182435.95191340748,NA
B_6HV_T0,0,B,HV,HNeg_2959,Unknown,"DL-Histidine, 15N",HILIC_Neg,10.385,441.03741,84891.44992047262,NA
B_6HV_T0,0,B,HV,HNeg_2973,Unknown,Inj_vol,HILIC_Neg,9.218,448.12378,7611.68,[M+Cl]-
B_6HV_T0,0,B,HV,HNeg_3035,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.227,486.09213,0,NA
B_6HV_T0,0,B,HV,HNeg_3041,Unknown,"Thymine, 2H4",HILIC_Neg,11.247,487.36606,7779.120593299503,NA
B_6HV_T0,0,B,HV,HNeg_3100,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,10.545,557.1355,559.8880252572915,NA
B_6HV_T0,0,B,HV,HNeg_3111,Unknown,"Sucrose, 13C",HILIC_Neg,13.026,591.06366,10326.217404711582,NA
B_6HV_T0,0,B,HV,HNeg_3117,UDP-N-acetylglucosamine,"DL-Alanine, 2H3",HILIC_Neg,11.869,606.07513,574.8926230853416,NA
B_6HV_T0,0,B,HV,HNeg_345,Unknown,"Sucrose, 13C",HILIC_Neg,11.429,101.02325,133985.1991981388,NA
B_6HV_T0,0,B,HV,HNeg_352,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.202,102.05492,908613.0094901266,NA
B_6HV_T0,0,B,HV,HNeg_354,Unknown,"DL-Valine, 2H8",HILIC_Neg,4.516,103.03887,86701.62729139382,NA
B_6HV_T0,0,B,HV,HNeg_361,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.607,104.0341,59490.599560236646,NA
B_6HV_T0,0,B,HV,HNeg_408,Unknown,"Homarine, 2H3",HILIC_Neg,6.138,111.01884,20052.839861875047,NA
B_6HV_T0,0,B,HV,HNeg_425,Unknown,Inj_vol,HILIC_Neg,15.237,112.9362,8636.18,NA
B_6HV_T0,0,B,HV,HNeg_545,Unknown,"Thymine, 2H4",HILIC_Neg,2.742,121.07533,6875.849911189243,NA
B_6HV_T0,0,B,HV,HNeg_593,Unknown,"Trehalose, 13C",HILIC_Neg,3.497,126.90388,133252.87776713388,NA
B_6HV_T0,0,B,HV,HNeg_599,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.22,127.05019,37910.71306538003,[M-H2O-H]-
B_6HV_T0,0,B,HV,HNeg_604,Unknown,"DL-Histidine, 15N",HILIC_Neg,11.211,128.03406,1040458.9789174409,NA
B_6HV_T0,0,B,HV,HNeg_609,"Taurine, 2H4","DL-Histidine, 15N",HILIC_Neg,11.117,128.03421,1003442.1968209666,[M-H2O-H]-
B_6HV_T0,0,B,HV,HNeg_611,Unknown,"Thymine, 2H4",HILIC_Neg,2.586,128.08313,3148.0267114941303,NA
B_6HV_T0,0,B,HV,HNeg_631,Unknown,Inj_vol,HILIC_Neg,7.695,130.08624,10398.36,NA
B_6HV_T0,0,B,HV,HNeg_647,Unknown,"Sucrose, 13C",HILIC_Neg,12.251,131.08133,23387.540355947498,NA
B_6HV_T0,0,B,HV,HNeg_651,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.538,132.02922,342124.7394433372,NA
B_6HV_T0,0,B,HV,HNeg_682,Unknown,Inj_vol,HILIC_Neg,5.533,134.04597,548821.6,NA
B_6HV_T0,0,B,HV,HNeg_785,Unknown,Inj_vol,HILIC_Neg,10.16,141.06589,543473.64,NA
B_6HV_T0,0,B,HV,HNeg_787,Unknown,"Thymine, 2H4",HILIC_Neg,2.223,141.09108,10140.033882570999,NA
B_6HV_T0,0,B,HV,HNeg_793,Unknown,"Adenine, 15N2",HILIC_Neg,2.192,142.09888,2828.004354055152,NA
B_6HV_T0,0,B,HV,HNeg_818,Unknown,"L-Cysteic acid, 2H3",HILIC_Neg,11.437,145.01329,39761.52452494652,NA
B_6HV_T0,0,B,HV,HNeg_824,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.229,145.06082,464733.02473722777,NA
B_6HV_T0,0,B,HV,HNeg_830,Unknown,"DL-Alanine, 2H3",HILIC_Neg,11.236,146.04462,7674224.3830748545,NA
B_6HV_T0,0,B,HV,HNeg_847,Unknown,"Sulfoacetic acid, 13C2",HILIC_Neg,11.233,146.50258,1805.857673486597,NA
B_6HV_T0,0,B,HV,HNeg_928,Unknown,"DL-Valine, 2H8",HILIC_Neg,11.567,154.01112,20741.294672884404,[M+Na-2H]-
B_6HV_T0,0,B,HV,HNeg_953,Unknown,"DL-Valine, 2H8",HILIC_Neg,9.015,155.08163,636.5688411519952,NA
B_6HV_T0,0,B,HV,HNeg_sky1,2-Ketoglutaric acid,"L-Cysteic acid, 2H3",HILIC_Neg,11.245833333333334,145.01329879543,39757.42768537031,NA
B_6HV_T0,0,B,HV,HNeg_sky11,D-Gluconic acid,"DL-Proline, 2H7",HILIC_Neg,10.26,195.050533638882,4541.969696303882,NA
B_6HV_T0,0,B,HV,HNeg_sky19,L-Cysteic acid,"L-Cysteic acid, 2H3",HILIC_Neg,11.294166666666667,167.9964554042722,2075.6897371731116,NA
B_6HV_T0,0,B,HV,HNeg_sky22,N-Acetyl-L-glutamic acid,"DL-Alanine, 2H3",HILIC_Neg,10.545833333333334,188.0558707916152,89072.77180414573,NA
B_6HV_T0,0,B,HV,HNeg_sky27,Succinic acid,Inj_vol,HILIC_Neg,11.334166666666668,117.01814334699556,140323.12,NA
B_6HV_T0,0,B,HV,HNeg_sky32,Taurine,Inj_vol,HILIC_Neg,9.87,124.00628710277688,882.66,NA
B_6HV_T0,0,B,HV,HNeg_sky34,Threonic acid,Inj_vol,HILIC_Neg,9.231666666666667,135.02882788651334,5064.58,NA
B_6HV_T0,0,B,HV,HNeg_sky36,Thymine,"Thymine, 2H4",HILIC_Neg,3.4791666666666665,125.03455597142438,40516.3121229613,NA
B_6HV_T0,0,B,HV,HNeg_sky6,Adenosine monophosphate,"L-Cysteic acid, 2H3",HILIC_Neg,10.925833333333332,346.0558877832655,9587.608622545147,NA
B_6HV_T0,0,B,HV,HPos_1006,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,7.988,137.04572,24333.5908395931,NA
B_6HV_T0,0,B,HV,HPos_1007,Hypoxanthine,Inj_vol,HILIC_Pos,6.443,137.04584,194451.72,NA
B_6HV_T0,0,B,HV,HPos_1022,Trigonelline,Inj_vol,HILIC_Pos,8.484,138.05481,82932.28,NA
B_6HV_T0,0,B,HV,HPos_108,Glycine,"DL-Alanine, 2H3",HILIC_Pos,11.841,76.03989,25043.684165997143,NA
B_6HV_T0,0,B,HV,HPos_1147,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.159,142.64003,19304.720269624897,NA
B_6HV_T0,0,B,HV,HPos_1148,Unknown,"DL-Alanine, 2H3",HILIC_Pos,10.16,142.92117,2280.818117942876,NA
B_6HV_T0,0,B,HV,HPos_1152,Unknown,Inj_vol,HILIC_Pos,10.161,142.95488,9218.78,NA
B_6HV_T0,0,B,HV,HPos_1157,Ectoine,Inj_vol,HILIC_Pos,10.162,143.08125,28465899.52,NA
B_6HV_T0,0,B,HV,HPos_1181,Unknown,Inj_vol,HILIC_Pos,10.161,143.20895,10876.62,NA
B_6HV_T0,0,B,HV,HPos_1183,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.16,143.52464,17718.591728996078,NA
B_6HV_T0,0,B,HV,HPos_1184,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.335,144.06564,28903.299355937015,NA
B_6HV_T0,0,B,HV,HPos_1209,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.934,145.04953,9017.718850810294,[M+2H]2+
B_6HV_T0,0,B,HV,HPos_1227,Unknown,Inj_vol,HILIC_Pos,11.905,146.09238,69896,NA
B_6HV_T0,0,B,HV,HPos_1230,(3-Carboxypropyl)trimethylammonium,"DL-Proline, 2H7",HILIC_Pos,10.573,146.11743,10192.60050560835,NA
B_6HV_T0,0,B,HV,HPos_1239,Unknown,"DL-Alanine, 2H3",HILIC_Pos,9.569,147.04401,913.8147615678059,NA
B_6HV_T0,0,B,HV,HPos_1241,L-Glutamine,"DL-Proline, 2H7",HILIC_Pos,11.233,147.07626,1741369.6099216267,NA
B_6HV_T0,0,B,HV,HPos_1251,L-Lysine,"Trehalose, 13C",HILIC_Pos,19.803,147.11264,46973.87932764047,NA
B_6HV_T0,0,B,HV,HPos_1256,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.209,147.59549,5645.993217505041,NA
B_6HV_T0,0,B,HV,HPos_1261,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.174,148.04256,4925.570830012837,NA
B_6HV_T0,0,B,HV,HPos_1263,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.224,148.06003,8463777.635482403,NA
B_6HV_T0,0,B,HV,HPos_1282,Unknown,Inj_vol,HILIC_Pos,11.288,148.19348,1763.56,NA
B_6HV_T0,0,B,HV,HPos_1283,Unknown,"DL-Alanine, 2H3",HILIC_Pos,11.24,148.5274,5153.659507154208,NA
B_6HV_T0,0,B,HV,HPos_1321,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.19,151.04765,11083.291054547231,NA
B_6HV_T0,0,B,HV,HPos_1336,Unknown,"Glycine betaine, 13C5, 15N",HILIC_Pos,8.154,152.05659,63582.411296973376,NA
B_6HV_T0,0,B,HV,HPos_1338,Unknown,"Homarine, 2H3",HILIC_Pos,9.556,152.05672,69574.23191164968,NA
B_6HV_T0,0,B,HV,HPos_137,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.246,82.06575,9023.4162907103,NA
B_6HV_T0,0,B,HV,HPos_1381,Unknown,Inj_vol,HILIC_Pos,9.838,154.07202,240352.6,NA
B_6HV_T0,0,B,HV,HPos_1393,Unknown,"Arsenobetaine, 13C2",HILIC_Pos,9.633,154.13374,10816.126694403367,NA
B_6HV_T0,0,B,HV,HPos_1396,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,11.085,155.04285,9395.091915038385,NA
B_6HV_T0,0,B,HV,HPos_1400,Unknown,Inj_vol,HILIC_Pos,9.709,155.08157,127226,NA
B_6HV_T0,0,B,HV,HPos_1419,L-Histidine,"DL-Histidine, 15N",HILIC_Pos,11.085,156.07669,284656.6248100407,NA
B_6HV_T0,0,B,HV,HPos_1446,Unknown,"Homarine, 2H3",HILIC_Pos,9.022,157.09721,86650.45100149009,NA
B_6HV_T0,0,B,HV,HPos_145,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.206,84.04497,1444907.4392828017,NA
B_6HV_T0,0,B,HV,HPos_1479,Unknown,Inj_vol,HILIC_Pos,9.826,158.11728,7357.6,NA
B_6HV_T0,0,B,HV,HPos_1496,5-Hydroxyectoine,"L-Methionine, 2H3",HILIC_Pos,11.537,159.07632,27677.221812689797,NA
B_6HV_T0,0,B,HV,HPos_1519,Betonicine,"DL-Valine, 2H8",HILIC_Pos,9.271,160.09671,14523.32047345659,NA
B_6HV_T0,0,B,HV,HPos_1527,Unknown,Inj_vol,HILIC_Pos,10.604,160.13306,13208.64,NA
B_6HV_T0,0,B,HV,HPos_1537,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.299,161.09218,51735.064760326335,[M+NH4]+
B_6HV_T0,0,B,HV,HPos_1538,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.054,161.09219,119015.40170760854,NA
B_6HV_T0,0,B,HV,HPos_1544,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,11.367,162.07599,2118.423813090627,NA
B_6HV_T0,0,B,HV,HPos_1545,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.158,162.0761,3057.3038167993545,NA
B_6HV_T0,0,B,HV,HPos_1551,Unknown,"Guanine, 13C, 15N2",HILIC_Pos,9.055,162.11227,43464.77591360145,NA
B_6HV_T0,0,B,HV,HPos_156,Unknown,"DL-Valine, 2H8",HILIC_Pos,9.445,84.08127,12031.78060937723,NA
B_6HV_T0,0,B,HV,HPos_159,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.959,85.02895,9565.120899919302,NA
B_6HV_T0,0,B,HV,HPos_1631,Unknown,Inj_vol,HILIC_Pos,9.895,166.05316,15936.36,NA
B_6HV_T0,0,B,HV,HPos_1635,Unknown,Inj_vol,HILIC_Pos,5.926,166.0862,8527,NA
B_6HV_T0,0,B,HV,HPos_1687,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.252,169.05821,132099.21484804424,NA
B_6HV_T0,0,B,HV,HPos_1701,Unknown,Inj_vol,HILIC_Pos,11.49,170.01181,1167.88,NA
B_6HV_T0,0,B,HV,HPos_1726,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.235,171.07648,377293.32018581027,NA
B_6HV_T0,0,B,HV,HPos_1780,Unknown,"Sucrose, 13C",HILIC_Pos,11.03,174.08743,57615.8244205525,NA
B_6HV_T0,0,B,HV,HPos_1786,Unknown,"Sucrose, 13C",HILIC_Pos,10.282,174.14838,9922.547942563508,NA
B_6HV_T0,0,B,HV,HPos_1812,Unknown,Inj_vol,HILIC_Pos,11.066,176.12794,8075.1,NA
B_6HV_T0,0,B,HV,HPos_1848,Arsenobetaine,"Arsenobetaine, 13C2",HILIC_Pos,8.045,179.00479,28568.03376090257,NA
B_6HV_T0,0,B,HV,HPos_186,Unknown,Inj_vol,HILIC_Pos,7.71,86.09691,17427.8,NA
B_6HV_T0,0,B,HV,HPos_187,Unknown,Inj_vol,HILIC_Pos,8.125,86.09692,34520.1,NA
B_6HV_T0,0,B,HV,HPos_1874,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.934,180.08662,4340.310159059476,NA
B_6HV_T0,0,B,HV,HPos_1925,Unknown,Inj_vol,HILIC_Pos,8.763,182.06731,94810.2,NA
B_6HV_T0,0,B,HV,HPos_1926,L-Tyrosine,"DL-Alanine, 2H3",HILIC_Pos,9.578,182.08119,43953.47785056669,NA
B_6HV_T0,0,B,HV,HPos_1945,Unknown,"Sulfoacetic acid, 13C2",HILIC_Pos,10.048,183.07396,9155.304212959361,NA
B_6HV_T0,0,B,HV,HPos_1966,Unknown,"DL-Proline, 2H7",HILIC_Pos,2.052,184.06044,345.82578719382565,NA
B_6HV_T0,0,B,HV,HPos_1980,Unknown,"DL-Valine, 2H8",HILIC_Pos,11.273,185.03232,7285.034475118894,NA
B_6HV_T0,0,B,HV,HPos_2034,Unknown,Inj_vol,HILIC_Pos,8.456,188.07051,3962.82,NA
B_6HV_T0,0,B,HV,HPos_2059,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.811,189.12337,4989.202885240856,NA
B_6HV_T0,0,B,HV,HPos_208,Unknown,"DL-Alanine, 2H3",HILIC_Pos,10.955,88.03971,408.0039471512583,NA
B_6HV_T0,0,B,HV,HPos_2089,Unknown,"DL-Proline, 2H7",HILIC_Pos,10.697,191.10246,9118.465344103275,NA
B_6HV_T0,0,B,HV,HPos_209,Unknown,Inj_vol,HILIC_Pos,11.45,88.03993,44756.1,NA
B_6HV_T0,0,B,HV,HPos_2134,Unknown,Inj_vol,HILIC_Pos,4.438,194.06726,55676.16,NA
B_6HV_T0,0,B,HV,HPos_2181,Unknown,Inj_vol,HILIC_Pos,6.269,196.08298,245737.08,NA
B_6HV_T0,0,B,HV,HPos_2225,Unknown,"Sucrose, 13C",HILIC_Pos,9.621,198.12364,30437.0595152711,NA
B_6HV_T0,0,B,HV,HPos_2276,Unknown,"Trehalose, 13C",HILIC_Pos,10.165,201.13461,8219.653398444294,NA
B_6HV_T0,0,B,HV,HPos_2304,Unknown,"DL-Proline, 2H7",HILIC_Pos,12.38,203.11417,912.8808139992668,NA
B_6HV_T0,0,B,HV,HPos_2313,Unknown,"Adenine, 15N2",HILIC_Pos,10.836,204.04909,7973.351894442998,NA
B_6HV_T0,0,B,HV,HPos_2331,Unknown,Inj_vol,HILIC_Pos,8.457,205.09711,6585.44,[M+NH4]+
B_6HV_T0,0,B,HV,HPos_2422,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.759,210.12384,1912.5431988944424,NA
B_6HV_T0,0,B,HV,HPos_2520,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.757,215.13928,1395.2566153333566,NA
B_6HV_T0,0,B,HV,HPos_2531,Unknown,"DL-Proline, 2H7",HILIC_Pos,11.872,216.06311,91.61951721023091,NA
B_6HV_T0,0,B,HV,HPos_2568,Unknown,"Adenine, 15N2",HILIC_Pos,2.373,217.15454,885.3570695490287,NA
B_6HV_T0,0,B,HV,HPos_257,Sarcosine,"DL-Proline, 2H7",HILIC_Pos,10.886,90.05531,37783.96551080211,NA
B_6HV_T0,0,B,HV,HPos_2590,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,12.556,218.14969,87.06735256327391,NA
B_6HV_T0,0,B,HV,HPos_2607,Unknown,"DL-Histidine, 15N",HILIC_Pos,11.16,219.09772,14709.665625563965,NA
B_6HV_T0,0,B,HV,HPos_261,L-Alanine,"DL-Alanine, 2H3",HILIC_Pos,11.144,90.05537,145218.87199572398,NA
B_6HV_T0,0,B,HV,HPos_2613,Unknown,"Cytosine, 13C2, 15N3",HILIC_Pos,3.608,219.1338,6941.823900205072,NA
B_6HV_T0,0,B,HV,HPos_2625,Unknown,Inj_vol,HILIC_Pos,2.709,220.08276,7581.1,NA
B_6HV_T0,0,B,HV,HPos_2655,Unknown,"L-Cysteic acid, 2H3",HILIC_Pos,2.788,221.09578,166.5971158372263,NA
B_6HV_T0,0,B,HV,HPos_2669,Unknown,"Sucrose, 13C",HILIC_Pos,4.461,222.09846,67090.95407396258,NA
B_6HV_T0,0,B,HV,HPos_2684,Unknown,"Thymine, 2H4",HILIC_Pos,2.71,223.08243,26263.496101702545,NA
