Time,Gene_Name,KEGG_ID,Pathway_ID,Pathway_info,Pathway_details,FC,p_adj
0,nusA,K02600,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.047495465,0.999823315
12,nusA,K02600,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.350314277,0.436294098
24,nusA,K02600,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-1.619935222,2.1e-5
36,nusA,K02600,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.431145759,0.019869089
0,nusA,K02600,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.047495465,0.999823315
12,nusA,K02600,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.350314277,0.436294098
24,nusA,K02600,9121,Transcription,03021 Transcription machinery [BR:ko03021],-1.619935222,2.1e-5
36,nusA,K02600,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.431145759,0.019869089
0,nusB,K03625,9121,Transcription,03021 Transcription machinery [BR:ko03021],0.108359668,0.999823315
12,nusB,K03625,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.217865945,0.558105598
24,nusB,K03625,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.235441677,0.606705052
36,nusB,K03625,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.510114375,0.185100472
0,nusB,K03625,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],0.108359668,0.999823315
12,nusB,K03625,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.217865945,0.558105598
24,nusB,K03625,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.235441677,0.606705052
36,nusB,K03625,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.510114375,0.185100472
0,nusG,K02601,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.190261732,0.999823315
12,nusG,K02601,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.279029749,0.463601992
24,nusG,K02601,9121,Transcription,03021 Transcription machinery [BR:ko03021],-1.50560999,9.8e-8
36,nusG,K02601,9121,Transcription,03021 Transcription machinery [BR:ko03021],-0.747151264,5.94e-5
0,nusG,K02601,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.190261732,0.999823315
12,nusG,K02601,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.279029749,0.463601992
24,nusG,K02601,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-1.50560999,9.8e-8
36,nusG,K02601,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.747151264,5.94e-5
0,obg,K03979,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.099258968,0.999823315
12,obg,K03979,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],0.060766408,0.909789082
24,obg,K03979,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],0.166738509,0.777030674
36,obg,K03979,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],-0.381334179,0.298140265
0,oprB,K11891,9131,Membrane transport,02044 Secretion system [BR:ko02044],-0.069638953,0.999823315
12,oprB,K11891,9131,Membrane transport,02044 Secretion system [BR:ko02044],-0.143960452,0.729094816
24,oprB,K11891,9131,Membrane transport,02044 Secretion system [BR:ko02044],-0.155560468,0.684092609
36,oprB,K11891,9131,Membrane transport,02044 Secretion system [BR:ko02044],-0.016754555,0.952926187
0,oprB,K11891,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],-0.069638953,0.999823315
12,oprB,K11891,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],-0.143960452,0.729094816
24,oprB,K11891,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],-0.155560468,0.684092609
36,oprB,K11891,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],-0.016754555,0.952926187
0,oprB,K11891,9131,Membrane transport,03070 Bacterial secretion system [PATH:ko03070],-0.069638953,0.999823315
12,oprB,K11891,9131,Membrane transport,03070 Bacterial secretion system [PATH:ko03070],-0.143960452,0.729094816
24,oprB,K11891,9131,Membrane transport,03070 Bacterial secretion system [PATH:ko03070],-0.155560468,0.684092609
36,oprB,K11891,9131,Membrane transport,03070 Bacterial secretion system [PATH:ko03070],-0.016754555,0.952926187
0,oprB,K16091,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.069638953,0.999823315
12,oprB,K16091,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.143960452,0.729094816
24,oprB,K16091,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.155560468,0.684092609
36,oprB,K16091,9131,Membrane transport,02000 Transporters [BR:ko02000],-0.016754555,0.952926187
0,pabA,K01658,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],0.031830976,0.999823315
12,pabA,K01658,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],0.116359278,0.764882172
24,pabA,K01658,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],0.516562241,0.170749377
36,pabA,K01658,9145,Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],0.120521219,0.702427133
0,pabA,K01664,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.031830976,0.999823315
12,pabA,K01664,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.116359278,0.764882172
24,pabA,K01664,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.516562241,0.170749377
36,pabA,K01664,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.120521219,0.702427133
0,pabA,K01658,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],0.031830976,0.999823315
12,pabA,K01658,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],0.116359278,0.764882172
24,pabA,K01658,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],0.516562241,0.170749377
36,pabA,K01658,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],0.120521219,0.702427133
0,pabA,K01658,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",0.031830976,0.999823315
12,pabA,K01658,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",0.116359278,0.764882172
24,pabA,K01658,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",0.516562241,0.170749377
36,pabA,K01658,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",0.120521219,0.702427133
0,pabA,K01658,9110,Biosynthesis of other secondary metabolites,00405 Phenazine biosynthesis [PATH:ko00405],0.031830976,0.999823315
12,pabA,K01658,9110,Biosynthesis of other secondary metabolites,00405 Phenazine biosynthesis [PATH:ko00405],0.116359278,0.764882172
24,pabA,K01658,9110,Biosynthesis of other secondary metabolites,00405 Phenazine biosynthesis [PATH:ko00405],0.516562241,0.170749377
36,pabA,K01658,9110,Biosynthesis of other secondary metabolites,00405 Phenazine biosynthesis [PATH:ko00405],0.120521219,0.702427133
0,pabC,K02619,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.374295345,0.999823315
12,pabC,K02619,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],0.555517977,0.153080188
24,pabC,K02619,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],1.575124946,0.005501256
36,pabC,K02619,9108,Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],1.405665692,0.001030633
0,panB,K00606,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.13073156,0.999823315
12,panB,K00606,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.213948822,0.453320612
24,panB,K00606,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.417578243,0.235478449
36,panB,K00606,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.075393599,0.763318325
0,panC/cmk,K13799,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],-0.068484268,0.999823315
12,panC/cmk,K13799,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],-0.038478071,0.932153545
24,panC/cmk,K13799,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.186892349,0.652098778
36,panC/cmk,K13799,9108,Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],0.020374589,0.94671069
0,panC/cmk,K13799,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],-0.068484268,0.999823315
12,panC/cmk,K13799,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],-0.038478071,0.932153545
24,panC/cmk,K13799,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],0.186892349,0.652098778
36,panC/cmk,K13799,9104,Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],0.020374589,0.94671069
0,panC/cmk,K13799,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],-0.068484268,0.999823315
12,panC/cmk,K13799,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],-0.038478071,0.932153545
24,panC/cmk,K13799,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],0.186892349,0.652098778
36,panC/cmk,K13799,9106,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],0.020374589,0.94671069
0,pcbA,K08918,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],0.226742702,0.999823315
12,pcbA,K08918,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.272382889,0.574603898
24,pcbA,K08918,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-2.417974472,3.39e-15
36,pcbA,K08918,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.501415731,4.5e-11
0,pcnB,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.116651488,0.999823315
12,pcnB,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],0.291502034,0.610446634
24,pcnB,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],1.542937097,0.005733114
36,pcnB,K00970,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.062405775,0.914735367
0,pcnB,K00974,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],-0.116651488,0.999823315
12,pcnB,K00974,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.291502034,0.610446634
24,pcnB,K00974,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],1.542937097,0.005733114
36,pcnB,K00974,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],-0.062405775,0.914735367
0,pcnB,K00974,9122,Translation,03013 RNA transport [PATH:ko03013],-0.116651488,0.999823315
12,pcnB,K00974,9122,Translation,03013 RNA transport [PATH:ko03013],0.291502034,0.610446634
24,pcnB,K00974,9122,Translation,03013 RNA transport [PATH:ko03013],1.542937097,0.005733114
36,pcnB,K00974,9122,Translation,03013 RNA transport [PATH:ko03013],-0.062405775,0.914735367
0,pcnB,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.116651488,0.999823315
12,pcnB,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],0.291502034,0.610446634
24,pcnB,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],1.542937097,0.005733114
36,pcnB,K00970,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.062405775,0.914735367
0,pcrA,K03657,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430],0.520748258,0.999823315
12,pcrA,K03657,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430],0.697114987,0.057986672
24,pcrA,K03657,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430],1.997954824,7.19e-9
36,pcrA,K03657,9124,Replication and repair,03430 Mismatch repair [PATH:ko03430],1.036499687,1.34e-6
0,pcrA,K03657,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],0.520748258,0.999823315
12,pcrA,K03657,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],0.697114987,0.057986672
24,pcrA,K03657,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],1.997954824,7.19e-9
36,pcrA,K03657,9124,Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],1.036499687,1.34e-6
0,pcrA,K03657,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],0.520748258,0.999823315
12,pcrA,K03657,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],0.697114987,0.057986672
24,pcrA,K03657,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],1.997954824,7.19e-9
36,pcrA,K03657,9124,Replication and repair,03400 DNA repair and recombination proteins [BR:ko03400],1.036499687,1.34e-6
0,pcyA,K05371,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],-0.365051284,0.999823315
12,pcyA,K05371,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.217878244,0.546638932
24,pcyA,K05371,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],-0.454437227,0.277458541
36,pcyA,K05371,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.3269147,0.247113719
0,pds,K02293,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],-0.218361076,0.999823315
12,pds,K02293,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],-0.357442609,0.20219802
24,pds,K02293,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],0.031988375,0.941773109
36,pds,K02293,9109,Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],-0.216153911,0.337976959
0,pdxA,K00097,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.232208441,0.999823315
12,pdxA,K00097,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.290459706,0.449658117
24,pdxA,K00097,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.781521702,0.070367651
36,pdxA,K00097,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.723400666,0.010044454
0,pdxJ,K03474,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.013002874,0.999823315
12,pdxJ,K03474,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.270134349,0.526618811
24,pdxJ,K03474,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],0.456303105,0.301598976
36,pdxJ,K03474,9108,Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],-0.212346993,0.540019637
0,pebA,K05369,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.108825453,0.999823315
12,pebA,K05369,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],-0.383974565,0.324198794
24,pebA,K05369,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.784439868,0.24541316
36,pebA,K05369,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.821049853,0.083699455
0,pebB,K05370,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.130906064,0.999823315
12,pebB,K05370,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.092721696,0.875406599
24,pebB,K05370,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],1.07644315,0.009010971
36,pebB,K05370,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860],0.192264941,0.675254175
0,pepA,K01255,9112,Enzyme families,01002 Peptidases [BR:ko01002],0.03017858,0.999823315
12,pepA,K01255,9112,Enzyme families,01002 Peptidases [BR:ko01002],0.322957618,0.279325491
24,pepA,K01255,9112,Enzyme families,01002 Peptidases [BR:ko01002],0.370427425,0.437836729
36,pepA,K01255,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.542749958,0.009603052
0,pepA,K01255,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.03017858,0.999823315
12,pepA,K01255,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.322957618,0.279325491
24,pepA,K01255,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],0.370427425,0.437836729
36,pepA,K01255,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.542749958,0.009603052
0,pepN,K01256,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.065405338,0.999823315
12,pepN,K01256,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.085351143,0.836371995
24,pepN,K01256,9112,Enzyme families,01002 Peptidases [BR:ko01002],1.03733932,0.007263234
36,pepN,K01256,9112,Enzyme families,01002 Peptidases [BR:ko01002],1.58331498,6.4e-12
0,pepN,K01256,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.065405338,0.999823315
12,pepN,K01256,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],-0.085351143,0.836371995
24,pepN,K01256,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],1.03733932,0.007263234
36,pepN,K01256,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],1.58331498,6.4e-12
0,pepP,K01262,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.182143776,0.999823315
12,pepP,K01262,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.384404125,0.20219802
24,pepP,K01262,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.031228291,0.944131437
36,pepP,K01262,9112,Enzyme families,01002 Peptidases [BR:ko01002],-0.552683141,0.018303195
0,petA,K02634,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],0.226535938,0.999823315
12,petA,K02634,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.346396511,0.475847512
24,petA,K02634,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-2.105014322,2.01e-8
36,petA,K02634,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.118277363,4.03e-7
0,petA,K02634,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],0.226535938,0.999823315
12,petA,K02634,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.346396511,0.475847512
24,petA,K02634,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-2.105014322,2.01e-8
36,petA,K02634,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.118277363,4.03e-7
0,petB,K02635,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.190336047,0.999823315
12,petB,K02635,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.466131911,0.214669829
24,petB,K02635,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-2.333588175,2.64e-13
36,petB,K02635,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.436653819,6.1e-13
0,petB,K02635,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.190336047,0.999823315
12,petB,K02635,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.466131911,0.214669829
24,petB,K02635,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-2.333588175,2.64e-13
36,petB,K02635,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.436653819,6.1e-13
0,petC,K02636,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-6.99359e-4,0.999823315
12,petC,K02636,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.157856489,0.780018685
24,petC,K02636,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.733393274,7.8e-6
36,petC,K02636,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.760102951,1.86148e-4
0,petC,K02636,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-6.99359e-4,0.999823315
12,petC,K02636,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.157856489,0.780018685
24,petC,K02636,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.733393274,7.8e-6
36,petC,K02636,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.760102951,1.86148e-4
0,petD,K02637,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.180542173,0.999823315
12,petD,K02637,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.422881554,0.212268903
24,petD,K02637,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-2.00717134,6.86e-10
36,petD,K02637,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.254044103,6.18e-13
0,petD,K02637,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.180542173,0.999823315
12,petD,K02637,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.422881554,0.212268903
24,petD,K02637,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-2.00717134,6.86e-10
36,petD,K02637,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.254044103,6.18e-13
0,petE,K02638,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.15561811,0.999823315
12,petE,K02638,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.460710089,0.261018164
24,petE,K02638,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-2.32440281,5.41e-16
36,petE,K02638,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.230979491,8.13e-11
0,petE,K02638,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.15561811,0.999823315
12,petE,K02638,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.460710089,0.261018164
24,petE,K02638,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-2.32440281,5.41e-16
36,petE,K02638,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.230979491,8.13e-11
0,petF,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.127997142,0.999823315
12,petF,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.351549242,0.389188187
24,petF,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.760520002,8.45e-9
36,petF,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.446968444,1.6e-13
0,petF,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.127997142,0.999823315
12,petF,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.351549242,0.389188187
24,petF,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.760520002,8.45e-9
36,petF,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.446968444,1.6e-13
0,petF1,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.021005259,0.999823315
12,petF1,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],0.015516377,0.984114718
24,petF1,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.52082506,2.45327e-4
36,petF1,K02639,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.45636094,0.069750774
0,petF1,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.021005259,0.999823315
12,petF1,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],0.015516377,0.984114718
24,petF1,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.52082506,2.45327e-4
36,petF1,K02639,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.45636094,0.069750774
0,petG,K02640,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],0.09913301,0.999823315
12,petG,K02640,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],0.119160281,0.828339351
24,petG,K02640,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.76697332,0.049797492
36,petG,K02640,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.684132862,0.01109453
0,petG,K02640,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],0.09913301,0.999823315
12,petG,K02640,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],0.119160281,0.828339351
24,petG,K02640,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.76697332,0.049797492
36,petG,K02640,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.684132862,0.01109453
0,petH,K02641,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.215572205,0.999823315
12,petH,K02641,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.377343575,0.39252085
24,petH,K02641,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.596355661,1.64e-7
36,petH,K02641,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.945859927,3e-7
0,petH,K02641,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.215572205,0.999823315
12,petH,K02641,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.377343575,0.39252085
24,petH,K02641,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.596355661,1.64e-7
36,petH,K02641,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.945859927,3e-7
0,petM,K02643,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.046185208,0.999823315
12,petM,K02643,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.275427388,0.454113999
24,petM,K02643,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-1.04156091,0.003674455
36,petM,K02643,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194],-0.928805973,2.19426e-4
0,petM,K02643,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.046185208,0.999823315
12,petM,K02643,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.275427388,0.454113999
24,petM,K02643,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-1.04156091,0.003674455
36,petM,K02643,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195],-0.928805973,2.19426e-4
0,pgeF,K05810,9191,Metabolism,99985 Amino acid metabolism,-0.290105118,0.999823315
