rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
56	1	2	2	0.6025485777896069	-1.2564079325415576	N/A	44.57170835803971	C5H9NO4	[M + H]+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	Glutamat	C(CC(=O)O)C(C(=O)O)N	-1.32391071	611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024	HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)	255847294	148.06028747558594	654.266	153_200929_Poo_TruePooMortality_DDApos_153
57	1	1	1	0.5992389604937807	-29.63681125289492	N/A	35.48937702419714	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.0895538330078	1293.666	210_200929_Poo_TruePooMortality_DDApos_210
58	1	1	1	0.5810534658574975	-25.886150530191475	N/A	37.44448764333035	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.0897674560547	428.863	76_200929_Poo_TruePooMortality_DDApos_76
59	1	1	1	0.5803337167273874	-25.953352233249554	N/A	41.312474880722185	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.0897674560547	125.372	12_200929_Poo_TruePooMortality_DDApos_12
60	1	1	1	0.5797998629616188	-26.697044396336267	N/A	28.040808034570713	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.08975219726562	296.648	59_200929_Poo_TruePooMortality_DDApos_59
61	1	1	1	0.5773698988457296	-26.034534090606595	N/A	37.50628016558135	C10H15NO2S	[M + H]+	IPRJXAGUEGOFGG	InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3	Uniplex 214	CCCCNS(=O)(=O)C1=CC=CC=C1	2.0999999	19241;138396170	SuperNatural:(SN00156365);Maconda:(CON00047);ZINC bio:(ZINC01666831);additional;MeSH:(19241);PubMed;NORMAN:(NS00007746);COCONUT:(CNP0249531);KNApSAcK:(41687);Natural Products:(UNPD43555);PubChem:(19241 138396170);CHEBI:(44237);PubChem class - bio and metabolites;PubChem class - safety and toxic	87860342	214.08937072753906	787.851	174_200929_Poo_TruePooMortality_DDApos_174
62	1	1	1	0.575091471455459	-4.3037536029431696	N/A	47.93448224069893	C8H18O3	[M + H]+	OAYXUHPQHDHDDZ	InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3	DB Solvent	CCCCOCCOCCO	0.919318259	8177	PubChem class - food;Maconda:(CON00010);additional;HSDB:(112-34-5);MeSH:(8177);PubMed;NORMAN:(NS00007962 NS00056522);COCONUT:(CNP0079968);PubChem:(8177);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug;KEGG Mine	8844494406	163.13296508789062	133.413	14_200929_Poo_TruePooMortality_DDApos_14
63	1	1	1	0.5717404538916799	-46.69340451595846	N/A	86.61736509026822	C6H12N2O3	[M + H]+	SUUKRBBXVBJLSS	InChI=1S/C6H12N2O3/c1-4(9)8-5(2-3-7)6(10)11/h5H,2-3,7H2,1H3,(H,8,9)(H,10,11)	N-Acetyl-ornithine	CC(=O)NC(CCN)C(=O)O	-1.61536002	10953804;18366526;86289281;87137104	PubChem:(10953804 18366526 86289281 87137104);CHEBI:(77587 77583);ZINC bio:(ZINC13437750);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C19929);PubMed;Biocyc:(CPD-19757)	17196656994	161.0920867919922	597.271	123_200929_Poo_TruePooMortality_DDApos_123
64	1	1	1	0.5706500641857077	-18.486429184045704	N/A	18.80235789501647	C10H13N5O3	[M + H]+	OLXZPDWKRNYJJZ	InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)	2''-dA threo	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	-0.906048238	636;13730;72246;453553;489519;7059421;7091846;6541020;10586962;10610794;6708685;10634619;10634741;10729593;6997185;10824795;10944999;10988817;12800092;12800094;12800096;12800097;12800098;12800099;12800100;12800102;11097115;11107817;11780086;11807173;10422300;10491133;21681145;22209663;23279551;23656320;23656321;25239986;25240949;25241028;45357259;59891165;71776864;71309464;71315424;91057554;90472725;91524621;101001972;119078793;121596082;121486748;122130698;123646011;125344325;130227632;131707406;132047946;136735810;136823425	HMDB:(101);SuperNatural:(SN00001976 SN00006575 SN00402369);ZINC bio:(ZINC00039105 ZINC01081581 ZINC01842582 ZINC03869836 ZINC03978745 ZINC09214234 ZINC15958242);additional;MeSH:(636 13730 72246 6708685 12800099);Plantcyc:(DEOXYADENOSINE);PubMed;NORMAN:(NS00014680);COCONUT:(CNP0224071);KNApSAcK:(19281);Natural Products:(UNPD148912 UNPD177483);PubChem:(636 13730 72246 453553 489519 7059421 7091846 6541020 10586962 10610794 6708685 10634619 10634741 10729593 6997185 10824795 10944999 10988817 12800092 12800094 12800096 12800097 12800098 12800099 12800100 12800102 11097115 11107817 11780086 11807173 10422300 10491133 21681145 22209663 23279551 23656320 23656321 25239986 25240949 25241028 45357259 59891165 71776864 71309464 71315424 91057554 90472725 91524621 101001972 119078793 121596082 121486748 122130698 123646011 125344325 130227632 131707406 132047946 136735810 136823425);CHEBI:(17256);PubChem class - bio and metabolites;KEGG:(C00559);PubChem class - safety and toxic;YMDB:(503);Training Set;PubChem class - drug;Biocyc:(DEOXYADENOSINE)	121629054	252.10903930664062	268.965	55_200929_Poo_TruePooMortality_DDApos_55
65	1	1	1	0.5258847064304272	-11.473550763102548	N/A	68.26403361620747	C11H21N3O4	[M + H]+	XITLYYAIPBBHPX	InChI=1S/C11H21N3O4/c1-3-6(2)9(11(17)18)14-10(16)7(12)4-5-8(13)15/h6-7,9H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)	L-Isoleucine, L-glutaminyl-	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N	-0.935867846	18218207;57315376	COCONUT:(CNP0271733);HMDB:(28800);Training Set;PubChem:(18218207 57315376);additional	2637834	260.1605529785156	237.345	54_200929_Poo_TruePooMortality_DDApos_54
66	1	1	1	0.525604664234415	-117.44827280713703	N/A	30.13712970856811	C7H12N2O2	[M + H]+	DUXQJVAWRJYWOK	InChI=1S/C7H12N2O2/c1-5-8-4-2-3-6(9-5)7(10)11/h6H,2-4H2,1H3,(H,8,9)(H,10,11)	2-methyl-4,5,6,7-tetrahydro-1H-1,3-diazepine-7-carboxylic acid	CC1=NCCCC(N1)C(=O)O	-0.400000006	15020020;45082159;45107421;138376408	MeSH:(15020020 45082159);PubChem:(15020020 45082159 45107421 138376408);PubMed	70	157.0971450805664	542.318	92_200929_Poo_TruePooMortality_DDApos_92
67	1	1	1	0.5142928593276265	-16.047636905219818	N/A	121.01350065502403	C11H21N3O4	[M + H]+	XITLYYAIPBBHPX	InChI=1S/C11H21N3O4/c1-3-6(2)9(11(17)18)14-10(16)7(12)4-5-8(13)15/h6-7,9H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)	L-Isoleucine, L-glutaminyl-	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N	-0.935867846	18218207;57315376	COCONUT:(CNP0271733);HMDB:(28800);Training Set;PubChem:(18218207 57315376);additional	2637834	260.16053263346356	167.451	39_200929_Poo_TruePooMortality_DDApos_39
68	7	1	2	0.5120000744263041	-282.835639072826	N/A	45.76966010617602	C20H25N5O3S	[M + H]+	SQJIQUBOKHTGAE	InChI=1S/C20H25N5O3S/c1-22-17-16(18(26)23(2)20(22)27)25(14-15-6-4-3-5-7-15)19(21-17)29-13-10-24-8-11-28-12-9-24/h3-7H,8-14H2,1-2H3	Oprea1_089241	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)SCCN3CCOCC3)CC4=CC=CC=C4	1.70000005	656132;6983898	PubChem class - safety and toxic;PubChem:(656132 6983898);PubMed	67108930	416.17742919921875	617.04	133_200929_Poo_TruePooMortality_DDApos_133
69	1	1	1	0.5114294105901127	-20.982815935286194	N/A	47.19704623934189	C6H5N5O	[M + H]+	HNXQXTQTPAJEJL	InChI=1S/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)	Pterine	C1=CN=C2C(=N1)C(=O)NC(=N2)N	-1.39999998	123274885;135398660	HMDB:(802);ZINC bio:(ZINC17819771);additional;MeSH:(135398660);PubMed;NORMAN:(NS00027152);COCONUT:(CNP0238589);Natural Products:(UNPD40143);PubChem:(123274885 135398660);CHEBI:(44992 37105 18265);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00715);PubChem class - safety and toxic;Biocyc:(CPD-16478)	17266682222	164.05665588378906	433.879	77_200929_Poo_TruePooMortality_DDApos_77
70	1	1	1	0.5089076029884342	-9.538391980463338	N/A	52.139595640689826	C12H24N2O3	[M + H]+	BCVIOZZGJNOEQS	InChI=1S/C12H24N2O3/c1-5-7(3)9(13)11(15)14-10(12(16)17)8(4)6-2/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)	isoleucylisoleucine	CCC(C)C(C(=O)NC(C(C)CC)C(=O)O)N	1.0694524	7010567;7010568;13879965;13879966;23274590;44298280;53675426;61159031;61173850;61174162;61174167;61174289;71352436;92284016;93606479;93609400;133611798;133657325	COCONUT:(CNP0180478);HMDB:(28910);PubChem:(7010567 7010568 13879965 13879966 23274590 44298280 53675426 61159031 61173850 61174162 61174167 61174289 71352436 92284016 93606479 93609400 133611798 133657325);CHEBI:(74067);additional;PubChem class - bio and metabolites;PubMed;PubChem class - drug;Biocyc:(CPD-20357)	52955242	245.18597920735678	116.709	7_200929_Poo_TruePooMortality_DDApos_7
71	2	2	4	0.49770397501426256	-182.90491096777444	N/A	79.91083945849363	C11H16N4O3	[M + H3N + H]+	LNCFUHAPNTYMJB	InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)	Histidylproline	C1CC(N(C1)C(=O)C(CC2=CN=CN2)N)C(=O)O	-0.861890912	152322;449506;449507;7408729;14324830;11902993;16741070	COCONUT:(CNP0346707);HMDB:(28893);PubChem:(152322 449506 449507 7408729 14324830 11902993 16741070);CHEBI:(74055);ZINC bio:(ZINC31439932);additional;PubChem class - bio and metabolites;MeSH:(152322);Training Set;PubMed;KEGG Mine	8609357934	270.1547546386719	167.266	36_200929_Poo_TruePooMortality_DDApos_36
72	1	1	1	0.49369637439059505	-13.979095277640624	N/A	54.5123191258005	C10H20N2O4	[M + H]+	BQBCIBCLXBKYHW	InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)	threonylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N	-0.547524393	4420322;7021827;7021828;6427024;9877991;133126559	COCONUT:(CNP0347748);HMDB:(29065);PubChem:(4420322 7021827 7021828 6427024 9877991 133126559);CHEBI:(74860);ZINC bio:(ZINC38202328);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	233.1496327718099	162.441	27_200929_Poo_TruePooMortality_DDApos_27
73	1	1	1	0.481421050914394	-12.395706900003574	N/A	105.95521856890598	C10H19N3O4	[M + H]+	MQLZLIYPFDIDMZ	InChI=1S/C10H19N3O4/c1-3-5(2)8(10(16)17)13-9(15)6(11)4-7(12)14/h5-6,8H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17)	2-[(2,4-diamino-4-oxobutanoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)N	-1.38508058	17805101;56991460;61172790;61174338	COCONUT:(CNP0346728);HMDB:(28734);PubChem:(17805101 56991460 61172790 61174338);CHEBI:(141421);additional;Training Set	2637866	246.14501953125	168.996	48_200929_Poo_TruePooMortality_DDApos_48
74	1	1	1	0.48088568027915124	-29.855409475394644	N/A	32.62739540120191	C5H11NO2	[M + H]+	KZSNJWFQEVHDMF	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	valinium	CC(C)C(C(=O)O)N	-0.246263295	1182;6287;71563;450561;450563;450608;5237032;5249995;5460778;5460779;5460780;5460782;5460783;10558606;10582777;10630469;10701819;6971018;6971095;10820516;12164856;12169458;10898704;10942401;13000923;13000932;13000937;13000940;13000941;10129939;11051625;10154046;10219417;11815847;11829420;11263496;11274992;16220099;25240090;25240264;25240306;25240814;46932040;54022222;55291455;57616913;57616900;57616925;59610605;59859246;59859251;58203010;71752902;71308955;71308958;87647253;88733505;90791724;89565427;90969676;90477514;90477619;102009866;102009869;102009871;101265969;101337152;102353919;117064718;118175751;123374060;124202801;130464403;129736630;129795394;131698531;131708713;129883848;139024043	HMDB:(883);PubChem class - food;SuperNatural:(SN00237484);ZINC bio:(ZINC00895099 ZINC00896156);additional;HSDB:(72-18-4);MeSH:(1182 6287);Plantcyc:(CPD-3642 VAL);PubMed;NORMAN:(NS00002500);COCONUT:(CNP0082278 CNP0152507);KNApSAcK:(1398);Natural Products:(UNPD88827);PubChem:(1182 6287 71563 450561 450563 450608 5237032 5249995 5460778 5460779 5460780 5460782 5460783 10558606 10582777 10630469 10701819 6971018 6971095 10820516 12164856 12169458 10898704 10942401 13000923 13000932 13000937 13000940 13000941 10129939 11051625 10154046 10219417 11815847 11829420 11263496 11274992 16220099 25240090 25240264 25240306 25240814 46932040 54022222 55291455 57616913 57616900 57616925 59610605 59859246 59859251 58203010 71752902 71308955 71308958 87647253 88733505 90791724 89565427 90969676 90477514 90477619 102009866 102009869 102009871 101265969 101337152 102353919 117064718 118175751 123374060 124202801 130464403 129736630 129795394 131698531 131708713 129883848 139024043);CHEBI:(87977 27477 74338 32856 16414 32852 57762 32860 32859 32855 32851 27266);PubChem class - bio and metabolites;KEGG:(C00183 C16436 C06417);PubChem class - safety and toxic;YMDB:(1000 152);Training Set;PubChem class - drug;Biocyc:(SMA-0000595 VAL CPD1UA-18 CPD-3642)	255847294	118.08644104003906	559.347	112_200929_Poo_TruePooMortality_DDApos_112
75	1	1	2	0.4770130201723065	-26.589579643281102	N/A	12.028936604930792	C6H5N5O	[M + H]+	HNXQXTQTPAJEJL	InChI=1S/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)	Pterine	C1=CN=C2C(=N1)C(=O)NC(=N2)N	-1.39999998	123274885;135398660	HMDB:(802);ZINC bio:(ZINC17819771);additional;MeSH:(135398660);PubMed;NORMAN:(NS00027152);COCONUT:(CNP0238589);Natural Products:(UNPD40143);PubChem:(123274885 135398660);CHEBI:(44992 37105 18265);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00715);PubChem class - safety and toxic;Biocyc:(CPD-16478)	17266682222	164.05670928955078	435.854	78_200929_Poo_TruePooMortality_DDApos_78
76	1	2	2	0.46962024489828563	-12.214154781862094	N/A	73.22126155864588	C11H21N3O4	[M + H]+	XITLYYAIPBBHPX	InChI=1S/C11H21N3O4/c1-3-6(2)9(11(17)18)14-10(16)7(12)4-5-8(13)15/h6-7,9H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)	L-Isoleucine, L-glutaminyl-	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N	-0.935867846	18218207;57315376	COCONUT:(CNP0271733);HMDB:(28800);Training Set;PubChem:(18218207 57315376);additional	2637834	260.1606140136719	236.236	53_200929_Poo_TruePooMortality_DDApos_53
77	1	1	1	0.4626829027722775	-110.3671201345325	N/A	84.47444201886867	C8H16O6	[M + H]+	YAXKICQBFWUCLI	InChI=1S/C8H16O6/c1-6(10)14-5-8(12)4-13-3-7(11)2-9/h7-9,11-12H,2-5H2,1H3	3-(2,3-Dihydroxypropoxy)-2-hydroxypropyl acetate	CC(=O)OCC(COCC(CO)O)O	-2.0	108379	PubChem:(108379);NORMAN:(NS00055784)	262146	209.10201517740884	167.451	41_200929_Poo_TruePooMortality_DDApos_41
78	3	1	2	0.4551208064735404	-253.44506273087103	N/A	72.83709493289761	C11H16N4O3	[M + H]+	VIELBQDCCOCSMJ	InChI=1S/C11H16N4O3/c1-6(10(17)18)14-5-7-4-8(15-11(12)13)2-3-9(7)16/h2-4,6,14,16H,5H2,1H3,(H,17,18)(H4,12,13,15)	null	CC(C(=O)O)NCC1=C(C=CC(=C1)N=C(N)N)O	-2.29999995	45100489	PubChem:(45100489);PubChem class - bio and metabolites	16777218	253.12818400065103	167.266	37_200929_Poo_TruePooMortality_DDApos_37
79	1	1	1	0.4296942754073175	-71.01953051532118	N/A	5.560467003326046	C6H10N2	[M + H]+	NYYVCPHBKQYINK	InChI=1S/C6H10N2/c1-3-8-5-4-7-6(8)2/h4-5H,3H2,1-2H3	1-ethyl-2-methylimidazole	CCN1C=CN=C1C	0.699999988	519846;17821952	PubChem:(519846 17821952);PubChem class - safety and toxic	67108866	111.09210205078125	3.818	2_200929_Poo_TruePooMortality_DDApos_2
80	1	2	2	0.42938353790093126	-51.642267671007424	N/A	46.28686414468543	C6H10O2	[M + H3N + H]+	KDOWHHULNTXTNS	InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h5-8H,1-2H3	3-Hexyn-2,5-diol	CC(C#CC(C)O)O	-0.300000012	18198;638103;6950296;6950297;69100447	NORMAN:(NS00004580);PubChem class - safety and toxic;PubChem:(18198 638103 6950296 6950297 69100447);PubMed	67371074	132.1019744873047	168.043	46_200929_Poo_TruePooMortality_DDApos_46
81	1	2	2	0.4250157879991464	-1.2856472194817552	N/A	61.14723357454963	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.0812225341797	570.227	116_200929_Poo_TruePooMortality_DDApos_116
82	1	1	1	0.42277586300097875	-48.75490776573014	N/A	27.409884099782808	C8H16N2O3	[M + H]+	HSRXSKHRSXRCFC	InChI=1S/C8H16N2O3/c1-4(2)6(9)7(11)10-5(3)8(12)13/h4-6H,9H2,1-3H3,(H,10,11)(H,12,13)	Valylalanine	CC(C)C(C(=O)NC(C)C(=O)O)N	-0.507826686	334517;6992637;6992638;44369285;44373807;61578984;61174378;78972393;79012483;79013159;79013337	HMDB:(29120);PubChem:(334517 6992637 6992638 44369285 44373807 61578984 61174378 78972393 79012483 79013159 79013337);CHEBI:(75008);ZINC bio:(ZINC38200486);additional;PubChem class - bio and metabolites;PubMed	17309802	189.12337239583334	166.866	33_200929_Poo_TruePooMortality_DDApos_33
